support,weight,old_expected_count,systematic_expected_count
7,61,153.40000000000001,131.88
7,62,36.68,21.760000000000002
7,63,6,1.52
7,64,0.44,0
8,0,0,0
8,1,0,0
8,2,0,0
8,3,0,0
8,4,0,0
8,5,0,0
8,6,0,0
8,7,0,0
8,8,0,0
8,9,0,0
8,10,0,0
8,11,0,0
8,12,0,0
8,13,0,0
8,14,0.12,0
8,15,0.16,0
8,16,0.59999999999999998,0
8,17,0.80000000000000004,0
8,18,1.8799999999999999,0
8,19,2.2799999999999998,0.040000000000000001
8,20,3.3999999999999999,0.040000000000000001
8,21,4.6399999999999997,0.28000000000000003
8,22,5.8399999999999999,0.83999999999999997
8,23,7.6799999999999997,1.0800000000000001
8,24,9.1600000000000001,2.2000000000000002
8,25,8.7599999999999998,3.2799999999999998
8,26,10.76,4.4400000000000004
8,27,12,6.2000000000000002
8,28,16.32,9
8,29,16.68,9.8800000000000008
8,30,27.359999999999999,13.24
8,31,30.84,13.32
8,32,47.240000000000002,16.559999999999999
8,33,59.600000000000001,18.760000000000002
8,34,79.120000000000005,28.640000000000001
8,35,98.400000000000006,33.640000000000001
8,36,119.44,54.439999999999998
8,37,147.40000000000001,65.519999999999996
8,38,189.63999999999999,99.200000000000003
8,39,237.52000000000001,123.16
8,40,313.60000000000002,172.59999999999999
8,41,420.19999999999999,216.44
8,42,590,296.68000000000001
8,43,853.60000000000002,396.88
8,44,1232.1600000000001,572.60000000000002
8,45,1723.5999999999999,855.55999999999995
8,46,2409.8000000000002,1246.96
8,47,3184.7600000000002,1843.0799999999999
8,48,4087.5999999999999,2627.96
8,49,5057.0799999999999,3619.8000000000002
8,50,5972.8000000000002,4736.5600000000004
8,51,6675.9200000000001,5852.7200000000003
8,52,6985.1199999999999,6858.4799999999996
8,53,6707.1199999999999,7412.6000000000004
8,54,5978.1599999999999,7454.4799999999996
8,55,4737.3199999999997,6712.6800000000003
8,56,3399.2800000000002,5563.6800000000003
8,57,2113.7199999999998,3941.4000000000001
8,58,1151.3199999999999,2484.52
8,59,513.12,1305.4000000000001
8,60,206.08000000000001,588.15999999999997
8,61,62.68,199.63999999999999
8,62,16.359999999999999,56.880000000000003
8,63,2.2000000000000002,10.32
8,64,4.7599999999999998,6.1600000000000001
