ensemble,parent_support,equal_nonzero,single_root,double_root,expected_pair_count,min_parity_weight,max_parity_weight,min_total_weight,max_total_weight
original,7,6,5,15,5.8399999999999999,32,52,32,52
original,6,10,13,5,5.8399999999999999,38,56,38,56
original,4,0,14,17,5.8399999999999999,31,62,31,62
original,6,1,11,12,5.8399999999999999,25,48,25,48
original,4,13,9,9,5.8399999999999999,44,62,44,62
original,7,2,24,6,5.8399999999999999,34,64,34,64
original,7,3,14,9,5.8399999999999999,29,52,29,52
original,8,7,16,5,5.8399999999999999,35,56,35,56
original,5,15,4,13,5.8399999999999999,47,64,47,64
original,5,12,5,11,5.8399999999999999,40,56,40,56
original,5,8,3,18,5.8399999999999999,37,58,37,58
original,7,6,1,25,5.8399999999999999,38,64,38,64
original,7,18,6,7,5.8399999999999999,49,62,49,62
original,8,16,4,12,5.8399999999999999,48,64,48,64
original,8,1,3,28,5.8399999999999999,33,64,33,64
original,5,8,17,6,5.8399999999999999,39,62,39,62
original,5,9,8,10,5.8399999999999999,36,54,36,54
original,5,0,18,11,5.8399999999999999,29,58,29,58
original,4,7,7,14,5.8399999999999999,35,56,35,56
original,7,13,3,11,5.8399999999999999,40,54,40,54
original,8,1,15,10,5.8399999999999999,27,52,27,52
original,4,9,15,8,5.7599999999999998,41,64,41,64
original,3,6,8,17,5.7599999999999998,37,62,37,62
original,8,15,5,9,5.7599999999999998,44,58,44,58
original,8,0,19,9,5.7599999999999998,28,56,28,56
original,5,15,8,6,5.7599999999999998,44,58,44,58
original,5,10,15,6,5.7599999999999998,41,62,41,62
original,5,4,8,14,5.7599999999999998,30,52,30,52
original,7,11,2,13,5.7599999999999998,37,52,37,52
original,8,3,6,17,5.7599999999999998,29,52,29,52
original,8,17,5,10,5.7599999999999998,49,64,49,64
original,4,7,8,14,5.7599999999999998,36,58,36,58
original,4,0,18,14,5.7599999999999998,32,64,32,64
original,4,0,11,18,5.7599999999999998,29,58,29,58
original,6,0,22,9,5.7599999999999998,31,62,31,62
original,8,8,4,15,5.7599999999999998,35,54,35,54
original,4,6,6,16,5.7599999999999998,34,56,34,56
original,4,11,7,12,5.7599999999999998,41,60,41,60
original,7,6,1,22,5.7599999999999998,35,58,35,58
original,8,9,2,18,5.7599999999999998,38,58,38,58
original,8,7,4,16,5.7599999999999998,34,54,34,54
original,4,0,10,19,5.7599999999999998,29,58,29,58
original,4,6,15,7,5.7599999999999998,34,56,34,56
original,7,7,1,24,5.7599999999999998,39,64,39,64
original,8,2,20,5,5.7599999999999998,29,54,29,54
original,8,2,2,28,5.7599999999999998,34,64,34,64
original,6,0,3,23,5.7599999999999998,26,52,26,52
original,5,1,21,8,5.7599999999999998,31,60,31,60
original,3,0,12,18,5.7599999999999998,30,60,30,60
original,4,0,11,19,5.7599999999999998,30,60,30,60
original,8,0,17,10,5.7599999999999998,27,54,27,54
original,6,2,24,5,5.7599999999999998,33,62,33,62
original,8,7,2,20,5.7599999999999998,36,58,36,58
original,8,9,5,13,5.7599999999999998,36,54,36,54
original,7,11,2,19,5.7599999999999998,43,64,43,64
original,6,0,10,15,5.7599999999999998,25,50,25,50
original,5,2,6,18,5.7599999999999998,28,52,28,52
original,7,10,3,13,5.7599999999999998,36,52,36,52
original,8,1,2,26,5.7599999999999998,30,58,30,58
original,3,3,12,15,5.6799999999999997,33,60,33,60
original,6,9,10,8,5.6799999999999997,36,54,36,54
original,7,6,8,13,5.6799999999999997,33,54,33,54
original,6,0,22,8,5.6799999999999997,30,60,30,60
original,3,2,16,14,5.6799999999999997,34,64,34,64
original,7,5,1,25,5.6799999999999997,36,62,36,62
original,6,6,5,15,5.6799999999999997,32,52,32,52
original,8,4,17,6,5.6799999999999997,31,54,31,54
original,8,0,11,13,5.6799999999999997,24,48,24,48
original,6,1,1,25,5.6799999999999997,28,54,28,54
original,6,3,23,4,5.6799999999999997,33,60,33,60
original,7,16,4,9,5.6799999999999997,45,58,45,58
original,4,1,11,15,5.6799999999999997,28,54,28,54
original,7,4,1,26,5.6799999999999997,35,62,35,62
original,6,15,10,5,5.6799999999999997,45,60,45,60
original,5,6,21,5,5.6799999999999997,38,64,38,64
original,5,17,6,8,5.6799999999999997,48,62,48,62
