ensemble,parent_support,equal_nonzero,single_root,double_root,expected_pair_count,min_parity_weight,max_parity_weight,min_total_weight,max_total_weight
original,5,5,1,19,0.16,30,50,30,50
original,3,1,3,20,0.16,25,48,25,48
original,5,1,16,8,0.16,26,50,26,50
original,7,7,10,6,0.16,30,46,30,46
original,5,4,22,3,0.16,33,58,33,58
original,5,3,26,3,0.16,35,64,35,64
original,6,7,13,3,0.16,30,46,30,46
original,5,17,11,2,0.16,47,60,47,60
original,5,6,6,13,0.16,31,50,31,50
original,3,4,22,5,0.16,35,62,35,62
original,5,3,11,9,0.16,26,46,26,46
original,3,0,10,12,0.16,22,44,22,44
original,6,4,4,11,0.16,23,38,23,38
original,5,16,1,14,0.16,47,62,47,62
original,7,7,12,4,0.16,30,46,30,46
original,4,2,17,5,0.16,26,48,26,48
original,8,5,7,7,0.16,24,38,24,38
original,8,11,1,11,0.16,34,46,34,46
original,8,0,25,2,0.16,27,54,27,54
original,5,18,10,4,0.16,50,64,50,64
original,8,0,21,3,0.16,24,48,24,48
original,4,1,14,8,0.16,24,46,24,46
original,7,15,14,3,0.16,47,64,47,64
original,6,10,7,5,0.16,32,44,32,44
original,8,12,4,8,0.16,36,48,36,48
original,4,9,12,3,0.16,33,48,33,48
original,5,7,8,8,0.16,30,46,30,46
original,6,3,27,1,0.16,34,62,34,62
original,5,3,8,12,0.16,26,46,26,46
original,5,8,22,2,0.16,40,64,40,64
original,5,1,22,3,0.16,27,52,27,52
original,5,0,16,9,0.16,25,50,25,50
original,2,9,11,8,0.16,37,56,37,56
original,6,6,23,3,0.16,38,64,38,64
original,8,8,13,3,0.16,32,48,32,48
original,2,6,7,14,0.16,33,54,33,54
original,8,11,19,1,0.16,42,62,42,62
original,5,4,9,10,0.16,27,46,27,46
original,5,15,6,5,0.16,41,52,41,52
original,5,1,19,6,0.16,27,52,27,52
original,3,14,10,6,0.16,44,60,44,60
original,2,4,7,15,0.16,30,52,30,52
original,2,5,12,14,0.16,36,62,36,62
original,3,6,15,7,0.16,34,56,34,56
original,8,10,0,21,0.16,41,62,41,62
original,7,7,4,12,0.16,30,46,30,46
original,2,8,8,10,0.16,34,52,34,52
original,8,5,14,4,0.16,28,46,28,46
original,7,10,4,9,0.16,33,46,33,46
original,5,1,20,4,0.16,26,50,26,50
original,8,16,0,16,0.16,48,64,48,64
original,4,4,4,12,0.16,24,40,24,40
original,4,1,11,8,0.16,21,40,21,40
original,5,1,26,3,0.16,31,60,31,60
original,4,0,10,0,0.16,10,20,10,20
original,8,10,15,1,0.16,36,52,36,52
original,4,11,8,5,0.16,35,48,35,48
original,5,10,2,11,0.16,33,46,33,46
original,4,10,4,10,0.16,34,48,34,48
original,4,18,6,5,0.16,47,58,47,58
original,4,13,13,2,0.16,41,56,41,56
original,7,2,13,8,0.16,25,46,25,46
original,6,1,26,2,0.16,30,58,30,58
original,7,3,0,22,0.16,28,50,28,50
original,7,8,0,17,0.16,33,50,33,50
original,3,5,16,6,0.16,32,54,32,54
original,7,2,2,19,0.16,25,46,25,46
original,7,10,2,11,0.16,33,46,33,46
original,2,9,7,13,0.16,38,58,38,58
original,7,9,2,12,0.16,32,46,32,46
original,8,5,1,14,0.16,25,40,25,40
original,6,19,8,2,0.16,48,58,48,58
original,4,8,2,16,0.16,34,52,34,52
original,7,7,9,6,0.16,29,44,29,44
original,4,2,11,10,0.16,25,46,25,46
original,2,0,15,15,0.16,30,60,30,60
original,4,5,1,21,0.16,32,54,32,54
original,2,3,17,9,0.16,32,58,32,58
original,7,19,0,11,0.16,49,60,49,60
original,8,16,12,2,0.16,46,60,46,60
original,4,7,19,3,0.16,36,58,36,58
original,4,6,14,5,0.16,31,50,31,50
original,5,11,1,13,0.16,36,50,36,50
original,4,14,12,3,0.16,43,58,43,58
original,3,13,10,9,0.16,45,64,45,64
original,2,3,20,9,0.16,35,64,35,64
original,4,9,0,21,0.16,39,60,39,60
original,4,5,0,25,0.16,35,60,35,60
original,7,16,8,3,0.16,43,54,43,54
original,3,5,20,5,0.16,35,60,35,60
original,3,0,23,9,0.16,32,64,32,64
original,2,3,5,20,0.16,31,56,31,56
original,3,9,12,6,0.16,36,54,36,54
original,7,19,1,11,0.16,50,62,50,62
original,7,21,8,3,0.16,53,64,53,64
original,4,7,11,6,0.16,31,48,31,48
original,5,17,5,5,0.16,44,54,44,54
original,6,11,8,3,0.16,33,44,33,44
original,4,3,12,7,0.16,25,44,25,44
original,3,7,8,7,0.16,29,44,29,44
original,3,1,3,22,0.16,27,52,27,52
original,3,5,22,4,0.16,36,62,36,62
original,6,5,14,4,0.16,28,46,28,46
original,8,4,0,19,0.16,27,46,27,46
original,3,8,6,10,0.16,32,48,32,48
original,2,6,4,17,0.16,33,54,33,54
original,4,6,3,12,0.16,27,42,27,42
original,2,0,4,23,0.16,27,54,27,54
original,3,9,3,15,0.16,36,54,36,54
original,4,11,10,5,0.16,37,52,37,52
original,5,16,6,4,0.16,42,52,42,52
original,6,13,0,17,0.16,43,60,43,60
original,2,6,9,17,0.16,38,64,38,64
original,2,1,16,14,0.16,32,62,32,62
original,4,14,13,3,0.16,44,60,44,60
original,6,6,20,1,0.16,33,54,33,54
original,3,3,7,19,0.16,32,58,32,58
original,2,6,14,9,0.16,35,58,35,58
original,7,10,3,10,0.16,33,46,33,46
original,3,11,4,12,0.16,38,54,38,54
original,4,6,12,7,0.16,31,50,31,50
original,2,2,9,20,0.16,33,62,33,62
original,2,6,4,20,0.16,36,60,36,60
original,4,11,13,2,0.16,37,52,37,52
original,7,4,2,18,0.16,28,48,28,48
original,2,3,15,11,0.16,32,58,32,58
original,4,15,3,12,0.16,45,60,45,60
original,4,4,17,4,0.16,29,50,29,50
original,6,20,5,5,0.16,50,60,50,60
original,4,3,3,19,0.16,28,50,28,50
original,2,6,6,11,0.16,29,46,29,46
original,5,20,1,10,0.16,51,62,51,62
original,8,4,6,9,0.16,23,38,23,38
original,6,11,18,2,0.16,42,62,42,62
original,3,6,1,17,0.16,30,48,30,48
original,5,13,13,1,0.16,40,54,40,54
original,3,7,13,4,0.16,31,48,31,48
original,4,1,14,9,0.16,25,48,25,48
original,2,7,5,13,0.16,32,50,32,50
original,8,2,27,2,0.16,33,62,33,62
original,7,4,3,17,0.16,28,48,28,48
original,3,7,0,20,0.16,34,54,34,54
original,2,6,17,8,0.16,37,62,37,62
original,5,6,22,3,0.16,37,62,37,62
original,6,4,17,3,0.16,28,48,28,48
original,5,16,14,1,0.16,47,62,47,62
original,3,12,5,12,0.16,41,58,41,58
original,7,1,1,21,0.16,24,46,24,46
original,6,18,9,2,0.16,47,58,47,58
original,8,1,25,0,0.16,27,52,27,52
original,5,8,14,3,0.16,33,50,33,50
original,3,3,1,22,0.16,29,52,29,52
original,3,5,21,3,0.16,34,58,34,58
original,2,6,5,11,0.16,28,44,28,44
original,8,7,2,9,0.16,25,36,25,36
original,6,7,19,2,0.16,35,56,35,56
original,4,14,14,3,0.16,45,62,45,62
original,8,6,19,2,0.16,33,54,33,54
original,8,7,13,3,0.16,30,46,30,46
original,2,2,15,12,0.16,31,58,31,58
original,5,15,9,2,0.16,41,52,41,52
original,6,4,7,8,0.16,23,38,23,38
original,4,14,3,11,0.16,42,56,42,56
original,3,11,3,18,0.16,43,64,43,64
original,6,14,13,1,0.16,42,56,42,56
original,2,0,8,16,0.16,24,48,24,48
original,4,3,25,4,0.16,35,64,35,64
original,5,17,12,3,0.16,49,64,49,64
original,7,3,8,11,0.16,25,44,25,44
original,4,7,4,12,0.16,30,46,30,46
original,7,9,8,7,0.16,33,48,33,48
original,8,20,4,6,0.16,50,60,50,60
original,8,7,0,23,0.16,37,60,37,60
original,2,6,3,20,0.16,35,58,35,58
original,2,0,3,26,0.16,29,58,29,58
original,8,4,1,19,0.16,28,48,28,48
original,6,4,8,7,0.16,23,38,23,38
original,8,11,1,13,0.16,36,50,36,50
original,5,7,3,15,0.16,32,50,32,50
original,3,11,2,16,0.16,40,58,40,58
original,4,4,2,18,0.16,28,48,28,48
original,8,0,27,3,0.16,30,60,30,60
original,3,6,1,24,0.16,37,62,37,62
original,4,4,3,16,0.16,27,46,27,46
original,7,16,12,1,0.16,45,58,45,58
original,7,9,19,1,0.16,38,58,38,58
original,5,12,4,9,0.16,37,50,37,50
original,7,8,13,3,0.16,32,48,32,48
original,6,0,12,8,0.16,20,40,20,40
original,6,6,17,3,0.16,32,52,32,52
original,3,7,2,20,0.16,36,58,36,58
original,3,2,0,26,0.16,30,56,30,56
original,8,1,0,28,0.16,30,58,30,58
original,3,13,0,17,0.16,43,60,43,60
original,2,5,4,11,0.16,25,40,25,40
original,3,6,6,8,0.16,26,40,26,40
original,3,3,7,10,0.16,23,40,23,40
original,6,3,19,2,0.16,27,48,27,48
original,2,2,7,22,0.16,33,62,33,62
original,4,0,3,28,0.16,31,62,31,62
original,3,0,19,7,0.16,26,52,26,52
original,5,13,5,7,0.16,38,50,38,50
original,4,0,22,4,0.16,26,52,26,52
original,6,6,11,3,0.16,26,40,26,40
original,3,3,4,18,0.16,28,50,28,50
original,3,1,8,11,0.16,21,40,21,40
original,4,10,13,3,0.16,36,52,36,52
original,3,1,0,27,0.16,29,56,29,56
original,3,5,9,6,0.16,25,40,25,40
original,3,14,6,11,0.16,45,62,45,62
original,3,4,23,5,0.16,36,64,36,64
original,2,10,5,14,0.16,39,58,39,58
original,5,2,21,3,0.16,28,52,28,52
original,4,1,5,14,0.16,21,40,21,40
original,4,14,1,13,0.16,42,56,42,56
original,6,0,12,6,0.16,18,36,18,36
original,4,0,11,9,0.16,20,40,20,40
original,3,5,1,14,0.16,25,40,25,40
original,4,3,11,6,0.16,23,40,23,40
original,4,3,10,7,0.16,23,40,23,40
original,6,0,18,5,0.16,23,46,23,46
original,8,11,0,20,0.16,42,62,42,62
original,6,1,18,4,0.16,24,46,24,46
original,6,3,24,1,0.16,31,56,31,56
original,3,2,22,8,0.16,34,64,34,64
original,5,11,11,2,0.16,35,48,35,48
original,8,1,0,30,0.16,32,62,32,62
original,5,2,2,19,0.16,25,46,25,46
original,4,10,7,9,0.16,36,52,36,52
original,5,4,0,24,0.16,32,56,32,56
original,2,4,9,14,0.16,31,54,31,54
original,4,17,11,3,0.16,48,62,48,62
original,5,11,18,3,0.16,43,64,43,64
original,3,12,9,5,0.16,38,52,38,52
original,4,7,19,2,0.16,35,56,35,56
original,7,12,15,0,0.16,39,54,39,54
original,2,5,1,20,0.16,31,52,31,52
original,3,2,13,10,0.16,27,50,27,50
original,8,13,0,14,0.16,40,54,40,54
original,3,12,1,13,0.16,38,52,38,52
original,2,0,1,25,0.16,26,52,26,52
original,3,2,13,9,0.16,26,48,26,48
original,5,1,17,7,0.16,26,50,26,50
original,8,6,3,11,0.16,26,40,26,40
original,8,15,0,13,0.16,43,56,43,56
original,8,7,9,4,0.16,27,40,27,40
original,8,17,7,5,0.16,46,58,46,58
original,8,5,8,5,0.16,23,36,23,36
original,8,10,0,20,0.16,40,60,40,60
original,4,10,8,6,0.16,34,48,34,48
original,4,14,8,5,0.16,41,54,41,54
original,3,13,10,8,0.16,44,62,44,62
original,3,9,8,7,0.16,33,48,33,48
original,3,0,0,28,0.16,28,56,28,56
original,5,7,8,9,0.16,31,48,31,48
original,5,3,2,19,0.16,27,48,27,48
original,2,4,9,15,0.16,32,56,32,56
original,4,1,3,20,0.16,25,48,25,48
original,2,10,10,11,0.16,41,62,41,62
original,6,13,15,2,0.16,43,60,43,60
original,7,6,19,2,0.16,33,54,33,54
original,5,5,8,11,0.16,29,48,29,48
original,3,3,11,8,0.16,25,44,25,44
original,6,10,4,9,0.16,33,46,33,46
original,3,14,0,14,0.16,42,56,42,56
original,2,7,13,10,0.16,37,60,37,60
original,2,10,9,11,0.16,40,60,40,60
original,5,0,23,4,0.16,27,54,27,54
original,6,16,13,1,0.16,46,60,46,60
original,8,10,19,1,0.16,40,60,40,60
original,4,19,4,8,0.16,50,62,50,62
original,7,9,0,21,0.16,39,60,39,60
original,4,4,5,12,0.16,25,42,25,42
original,6,6,10,5,0.16,27,42,27,42
original,4,0,3,18,0.16,21,42,21,42
original,5,13,1,12,0.16,39,52,39,52
original,6,11,7,6,0.16,35,48,35,48
original,3,9,14,4,0.16,36,54,36,54
original,2,4,5,18,0.16,31,54,31,54
original,3,4,12,8,0.16,28,48,28,48
original,3,5,4,13,0.16,27,44,27,44
original,3,7,1,16,0.16,31,48,31,48
original,2,5,6,13,0.16,29,48,29,48
original,3,6,7,11,0.16,30,48,30,48
original,3,6,1,23,0.16,36,60,36,60
original,4,6,6,8,0.16,26,40,26,40
original,2,5,9,13,0.16,32,54,32,54
original,3,0,2,28,0.16,30,60,30,60
original,7,2,25,3,0.16,32,60,32,60
original,5,8,0,23,0.16,39,62,39,62
original,4,17,9,5,0.16,48,62,48,62
original,3,13,2,15,0.16,43,60,43,60
original,3,0,23,6,0.16,29,58,29,58
original,3,2,4,18,0.16,26,48,26,48
original,4,2,11,11,0.16,26,48,26,48
original,3,13,10,7,0.16,43,60,43,60
original,6,4,3,11,0.16,22,36,22,36
original,6,5,15,4,0.16,29,48,29,48
original,4,4,13,7,0.16,28,48,28,48
original,3,3,19,5,0.16,30,54,30,54
original,4,10,3,14,0.16,37,54,37,54
original,3,0,4,26,0.16,30,60,30,60
original,3,10,1,17,0.16,38,56,38,56
original,2,9,5,16,0.16,39,60,39,60
original,5,1,3,19,0.16,24,46,24,46
original,5,2,2,20,0.16,26,48,26,48
original,4,1,5,19,0.16,26,50,26,50
original,8,9,8,6,0.16,32,46,32,46
original,4,12,2,16,0.16,42,60,42,60
original,3,14,4,12,0.16,44,60,44,60
original,3,0,3,22,0.16,25,50,25,50
original,2,4,16,9,0.16,33,58,33,58
original,2,3,17,10,0.16,33,60,33,60
original,4,0,27,5,0.16,32,64,32,64
original,3,4,2,16,0.16,26,44,26,44
original,6,11,6,7,0.16,35,48,35,48
original,4,6,1,22,0.16,35,58,35,58
original,4,5,1,25,0.16,36,62,36,62
original,4,8,7,7,0.16,30,44,30,44
original,3,12,6,6,0.16,36,48,36,48
original,4,3,3,17,0.16,26,46,26,46
original,5,10,15,2,0.16,37,54,37,54
original,2,9,9,14,0.16,41,64,41,64
original,8,7,21,2,0.16,37,60,37,60
original,3,2,16,7,0.16,27,50,27,50
original,3,7,9,6,0.16,29,44,29,44
original,3,0,13,12,0.16,25,50,25,50
original,5,1,23,1,0.16,26,50,26,50
original,7,1,0,31,0.16,33,64,33,64
original,3,7,6,11,0.16,31,48,31,48
original,2,12,4,16,0.16,44,64,44,64
original,8,3,1,20,0.16,27,48,27,48
original,6,2,13,6,0.16,23,42,23,42
original,6,7,10,4,0.16,28,42,28,42
original,6,4,13,5,0.16,26,44,26,44
original,2,0,3,25,0.16,28,56,28,56
original,8,2,9,10,0.16,23,42,23,42
original,6,7,5,6,0.16,25,36,25,36
original,3,1,17,6,0.16,25,48,25,48
original,3,13,11,5,0.16,42,58,42,58
original,2,2,9,18,0.16,31,58,31,58
original,3,2,2,18,0.16,24,44,24,44
original,2,0,4,18,0.16,22,44,22,44
original,6,4,2,13,0.16,23,38,23,38
original,8,2,7,8,0.16,19,34,19,34
original,3,7,7,8,0.16,29,44,29,44
original,4,2,16,6,0.16,26,48,26,48
original,3,13,5,11,0.16,42,58,42,58
original,4,0,2,27,0.16,29,58,29,58
original,5,9,14,2,0.16,34,50,34,50
original,4,18,2,10,0.16,48,60,48,60
original,6,0,10,8,0.16,18,36,18,36
original,4,6,12,4,0.16,28,44,28,44
original,6,0,17,5,0.16,22,44,22,44
original,5,16,14,2,0.16,48,64,48,64
original,4,1,7,14,0.16,23,44,23,44
original,4,14,4,9,0.16,41,54,41,54
original,4,19,5,7,0.16,50,62,50,62
original,4,9,18,3,0.16,39,60,39,60
original,5,12,18,1,0.16,43,62,43,62
original,3,12,0,17,0.16,41,58,41,58
original,3,3,8,14,0.16,28,50,28,50
original,2,6,4,18,0.16,34,56,34,56
original,5,5,22,2,0.16,34,58,34,58
original,3,6,3,22,0.16,37,62,37,62
original,2,0,14,17,0.16,31,62,31,62
original,3,8,3,14,0.16,33,50,33,50
original,8,11,0,14,0.16,36,50,36,50
original,8,8,7,5,0.16,28,40,28,40
original,8,16,0,13,0.16,45,58,45,58
original,3,3,0,26,0.16,32,58,32,58
original,8,7,14,1,0.16,29,44,29,44
original,5,0,5,19,0.16,24,48,24,48
original,7,1,26,3,0.16,31,60,31,60
original,2,6,12,11,0.16,35,58,35,58
original,2,8,12,9,0.16,37,58,37,58
original,5,7,9,8,0.16,31,48,31,48
original,7,13,12,0,0.16,38,50,38,50
original,2,8,4,12,0.16,32,48,32,48
original,2,4,9,16,0.16,33,58,33,58
original,2,10,9,10,0.16,39,58,39,58
original,5,0,6,16,0.16,22,44,22,44
original,4,3,4,17,0.16,27,48,27,48
original,3,11,5,11,0.16,38,54,38,54
original,4,9,11,3,0.16,32,46,32,46
original,4,17,10,3,0.16,47,60,47,60
original,3,1,7,20,0.16,29,56,29,56
original,2,2,18,10,0.16,32,60,32,60
original,3,0,4,18,0.16,22,44,22,44
original,7,12,17,1,0.16,42,60,42,60
original,3,1,18,7,0.16,27,52,27,52
original,7,7,16,2,0.16,32,50,32,50
original,5,1,6,16,0.16,24,46,24,46
original,6,6,17,2,0.16,31,50,31,50
original,4,10,9,5,0.16,34,48,34,48
original,3,2,23,4,0.16,31,58,31,58
original,3,3,23,3,0.16,32,58,32,58
original,4,10,10,6,0.16,36,52,36,52
original,4,1,11,10,0.16,23,44,23,44
original,5,3,0,26,0.16,32,58,32,58
original,5,6,13,5,0.16,30,48,30,48
original,5,12,15,2,0.16,41,58,41,58
original,5,6,12,6,0.16,30,48,30,48
original,5,3,12,9,0.16,27,48,27,48
original,4,0,25,4,0.16,29,58,29,58
original,7,15,0,12,0.16,42,54,42,54
original,5,9,2,13,0.16,33,48,33,48
original,2,8,10,13,0.16,39,62,39,62
original,7,8,12,3,0.16,31,46,31,46
original,5,0,4,18,0.16,22,44,22,44
original,8,0,8,13,0.16,21,42,21,42
original,3,12,6,14,0.16,44,64,44,64
original,8,10,3,9,0.16,32,44,32,44
original,8,4,8,7,0.16,23,38,23,38
original,5,1,1,30,0.16,33,64,33,64
original,3,3,4,16,0.16,26,46,26,46
original,5,0,2,22,0.16,24,48,24,48
original,7,1,18,6,0.16,26,50,26,50
original,4,6,9,7,0.16,28,44,28,44
original,7,7,13,3,0.16,30,46,30,46
original,3,11,3,11,0.16,36,50,36,50
original,2,11,11,6,0.16,39,56,39,56
original,4,2,4,16,0.16,24,44,24,44
original,4,17,3,11,0.16,48,62,48,62
original,2,3,18,11,0.16,35,64,35,64
original,3,0,25,6,0.16,31,62,31,62
original,8,16,1,9,0.16,42,52,42,52
original,5,3,24,2,0.16,32,58,32,58
original,3,2,24,5,0.16,33,62,33,62
original,8,1,7,10,0.16,19,36,19,36
original,4,0,10,13,0.16,23,46,23,46
original,5,2,0,28,0.16,32,60,32,60
original,4,3,13,7,0.16,26,46,26,46
original,5,5,0,25,0.16,35,60,35,60
original,4,2,26,2,0.16,32,60,32,60
original,8,10,2,11,0.16,33,46,33,46
original,8,1,15,5,0.16,22,42,22,42
original,4,0,26,4,0.16,30,60,30,60
original,4,13,7,6,0.16,39,52,39,52
original,8,13,16,3,0.16,45,64,45,64
original,4,14,7,6,0.16,41,54,41,54
original,4,8,19,4,0.16,39,62,39,62
original,8,10,6,8,0.16,34,48,34,48
original,8,13,9,4,0.16,39,52,39,52
original,4,10,7,8,0.16,35,50,35,50
original,6,10,3,9,0.16,32,44,32,44
original,4,0,2,23,0.16,25,50,25,50
original,4,0,1,21,0.16,22,44,22,44
original,5,6,20,2,0.16,34,56,34,56
original,4,7,4,10,0.16,28,42,28,42
original,4,0,4,17,0.16,21,42,21,42
original,3,11,5,14,0.16,41,60,41,60
original,8,0,24,2,0.16,26,52,26,52
original,4,15,10,3,0.16,43,56,43,56
original,4,20,8,4,0.16,52,64,52,64
original,5,14,0,12,0.16,40,52,40,52
original,4,19,3,9,0.16,50,62,50,62
original,5,2,0,25,0.16,29,54,29,54
original,5,0,0,28,0.16,28,56,28,56
original,7,3,27,2,0.16,35,64,35,64
original,7,15,10,2,0.16,42,54,42,54
original,3,2,11,11,0.16,26,48,26,48
original,6,7,0,14,0.16,28,42,28,42
original,8,10,12,1,0.16,33,46,33,46
original,6,8,0,12,0.16,28,40,28,40
original,7,14,11,1,0.16,40,52,40,52
original,3,1,0,25,0.16,27,52,27,52
original,3,8,9,8,0.16,33,50,33,50
original,8,12,7,6,0.16,37,50,37,50
original,3,14,6,10,0.16,44,60,44,60
original,8,3,26,1,0.16,33,60,33,60
original,7,18,0,12,0.16,48,60,48,60
original,8,7,10,4,0.16,28,42,28,42
original,3,12,5,9,0.16,38,52,38,52
original,2,0,6,19,0.16,25,50,25,50
original,8,1,18,3,0.16,23,44,23,44
original,8,3,0,15,0.16,21,36,21,36
original,8,3,18,1,0.16,25,44,25,44
original,2,5,16,10,0.16,36,62,36,62
original,4,3,3,14,0.16,23,40,23,40
original,2,5,6,11,0.16,27,44,27,44
original,8,8,8,9,0.16,33,50,33,50
original,8,5,12,4,0.16,26,42,26,42
original,4,6,3,14,0.16,29,46,29,46
original,3,3,24,5,0.16,35,64,35,64
original,8,6,11,4,0.16,27,42,27,42
original,5,4,21,3,0.16,32,56,32,56
original,4,3,10,9,0.16,25,44,25,44
original,4,12,11,3,0.16,38,52,38,52
original,7,7,0,18,0.16,32,50,32,50
original,6,5,22,1,0.16,33,56,33,56
original,3,1,21,3,0.16,26,50,26,50
original,3,10,1,16,0.16,37,54,37,54
original,5,7,2,16,0.16,32,50,32,50
original,2,0,12,13,0.16,25,50,25,50
original,3,7,0,23,0.16,37,60,37,60
original,5,12,13,0,0.16,37,50,37,50
original,3,0,24,5,0.16,29,58,29,58
original,3,0,3,26,0.16,29,58,29,58
original,3,10,7,7,0.16,34,48,34,48
original,5,3,19,4,0.16,29,52,29,52
original,4,0,20,7,0.16,27,54,27,54
original,7,3,0,19,0.16,25,44,25,44
original,4,5,2,19,0.16,31,52,31,52
original,5,6,23,2,0.16,37,62,37,62
original,4,5,17,2,0.16,29,48,29,48
original,6,4,10,5,0.16,23,38,23,38
original,8,11,0,15,0.16,37,52,37,52
original,8,11,7,6,0.16,35,48,35,48
original,7,3,23,3,0.16,32,58,32,58
original,5,13,0,15,0.16,41,56,41,56
original,8,13,13,2,0.16,41,56,41,56
original,7,9,0,13,0.16,31,44,31,44
original,8,12,14,1,0.16,39,54,39,54
original,8,11,15,1,0.16,38,54,38,54
original,2,4,4,22,0.16,34,60,34,60
original,2,10,4,16,0.16,40,60,40,60
original,8,18,3,7,0.16,46,56,46,56
original,5,5,21,2,0.16,33,56,33,56
original,6,4,3,12,0.16,23,38,23,38
original,4,12,13,1,0.16,38,52,38,52
original,3,7,15,2,0.16,31,48,31,48
original,6,9,3,8,0.16,29,40,29,40
original,6,2,10,8,0.16,22,40,22,40
original,5,10,18,1,0.16,39,58,39,58
original,6,20,1,11,0.16,52,64,52,64
original,6,9,8,3,0.16,29,40,29,40
original,6,5,17,2,0.16,29,48,29,48
original,4,21,8,3,0.16,53,64,53,64
original,6,0,1,23,0.16,24,48,24,48
original,7,12,1,11,0.16,36,48,36,48
original,3,11,15,3,0.16,40,58,40,58
original,8,12,7,4,0.16,35,46,35,46
original,2,0,4,28,0.16,32,64,32,64
original,8,6,18,3,0.16,33,54,33,54
original,5,12,0,11,0.16,35,46,35,46
original,6,7,15,3,0.16,32,50,32,50
original,7,10,13,0,0.16,33,46,33,46
original,4,15,2,12,0.16,44,58,44,58
original,4,19,7,6,0.16,51,64,51,64
original,3,0,0,30,0.16,30,60,30,60
original,5,4,2,18,0.16,28,48,28,48
original,4,18,1,10,0.16,47,58,47,58
original,8,0,3,15,0.16,18,36,18,36
original,6,13,11,1,0.16,38,50,38,50
original,8,14,6,6,0.16,40,52,40,52
original,6,8,22,1,0.16,39,62,39,62
original,2,2,14,13,0.16,31,58,31,58
original,6,11,6,6,0.16,34,46,34,46
original,4,17,3,12,0.16,49,64,49,64
original,5,13,0,13,0.16,39,52,39,52
original,4,11,2,12,0.16,36,50,36,50
original,5,0,0,23,0.16,23,46,23,46
original,8,7,1,14,0.16,29,44,29,44
original,4,12,4,9,0.16,37,50,37,50
original,7,11,6,7,0.16,35,48,35,48
original,5,14,8,3,0.16,39,50,39,50
original,6,15,13,1,0.16,44,58,44,58
original,7,3,6,15,0.16,27,48,27,48
original,3,5,4,20,0.16,34,58,34,58
original,7,10,0,13,0.16,33,46,33,46
original,7,0,0,23,0.16,23,46,23,46
original,6,2,23,0,0.16,27,50,27,50
original,7,10,12,1,0.16,33,46,33,46
original,8,12,14,0,0.16,38,52,38,52
original,3,0,7,13,0.16,20,40,20,40
original,8,7,0,20,0.16,34,54,34,54
original,6,12,7,5,0.16,36,48,36,48
original,8,12,10,1,0.16,35,46,35,46
original,5,1,9,13,0.16,24,46,24,46
original,8,1,22,0,0.16,24,46,24,46
original,2,3,13,14,0.16,33,60,33,60
original,8,1,16,3,0.16,21,40,21,40
original,7,3,12,8,0.16,26,46,26,46
original,8,19,7,4,0.16,49,60,49,60
original,8,19,1,10,0.16,49,60,49,60
original,2,9,11,11,0.16,40,62,40,62
original,6,2,26,1,0.16,31,58,31,58
original,8,12,0,17,0.16,41,58,41,58
original,8,1,16,5,0.16,23,44,23,44
original,8,2,16,4,0.16,24,44,24,44
original,5,16,1,12,0.16,45,58,45,58
original,3,11,7,8,0.16,37,52,37,52
original,7,15,0,17,0.16,47,64,47,64
original,2,1,15,14,0.16,31,60,31,60
original,4,4,6,11,0.16,25,42,25,42
original,4,18,6,6,0.16,48,60,48,60
original,2,9,8,14,0.16,40,62,40,62
original,7,21,9,2,0.16,53,64,53,64
original,3,12,3,17,0.16,44,64,44,64
original,4,2,5,16,0.16,25,46,25,46
original,4,11,2,18,0.16,42,62,42,62
original,5,17,11,1,0.16,46,58,46,58
original,6,3,22,1,0.16,29,52,29,52
original,5,7,16,3,0.16,33,52,33,52
original,4,1,1,22,0.16,25,48,25,48
original,7,17,10,2,0.16,46,58,46,58
original,7,7,18,2,0.16,34,54,34,54
original,8,15,0,12,0.16,42,54,42,54
original,6,7,17,2,0.16,33,52,33,52
original,8,13,11,1,0.16,38,50,38,50
original,8,3,15,2,0.16,23,40,23,40
original,2,6,17,9,0.16,38,64,38,64
original,4,14,9,4,0.16,41,54,41,54
original,2,9,10,9,0.16,37,56,37,56
original,8,5,12,1,0.16,23,36,23,36
original,3,3,8,12,0.16,26,46,26,46
original,3,1,8,19,0.16,29,56,29,56
original,2,1,15,15,0.16,32,62,32,62
original,4,6,11,6,0.16,29,46,29,46
original,3,4,22,4,0.16,34,60,34,60
original,7,6,14,4,0.16,30,48,30,48
original,4,5,0,23,0.16,33,56,33,56
original,3,1,19,7,0.16,28,54,28,54
original,2,6,13,6,0.16,31,50,31,50
original,7,4,0,20,0.16,28,48,28,48
original,2,2,14,16,0.16,34,64,34,64
original,7,12,0,12,0.16,36,48,36,48
original,3,8,11,6,0.16,33,50,33,50
original,3,2,7,16,0.16,27,50,27,50
original,3,5,14,6,0.16,30,50,30,50
original,8,8,3,9,0.16,28,40,28,40
original,6,19,9,3,0.16,50,62,50,62
original,5,5,17,4,0.16,31,52,31,52
original,4,2,13,7,0.16,24,44,24,44
original,3,2,8,15,0.16,27,50,27,50
original,3,6,14,5,0.16,31,50,31,50
original,4,6,0,19,0.16,31,50,31,50
original,3,1,4,25,0.16,31,60,31,60
original,5,11,5,9,0.16,36,50,36,50
original,4,4,14,7,0.16,29,50,29,50
original,4,14,2,12,0.16,42,56,42,56
original,8,3,8,10,0.16,24,42,24,42
